UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	27
0	22
1	24
1	17
4	4
0	0
0	4
0	5
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	25
2	554
92	973
43	120
0	610
22	93
7	470
0	158
5	0
2	0
1	1122
1701	1614
1	1131
0	346
2	319
13	919
2	746
31	166
5	761
105	1294
2	1286
0	53
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	581
4	942
7	111
4	639
0	87
0	21
3	752
0	232
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
34	2
0	1
0	1
0	17
0	46
20	808
0	14
0	5
0	284
0	712
0	95
0	316
6	3
0	89
0	7
0	17
1	96
8	4
0	123
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	58
0	0
0	0
0	0
0	0
1	0
523	2321
4	195
0	1
0	1509
0	446
1	92
9	2206
0	2127
0	0
9	0
3	7044
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	2
0	3
0	1
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	46
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
339	2
69	2270
57	2165
0	108
3	186
4	1912
5	0
0	0
1	0
2	0
0	0
1	1424
2	0
0	0
8	4
0	4
0	1
0	0
0	2
755	2
0	6
0	1
3	6
0	6
0	6
1	2
0	6
0	6
0	279
0	260
0	286
0	1
0	181
0	236
0	279
0	7
0	21
0	224
6	7
2	21
0	5
0	0
0	26
17	105
0	49
0	37
0	25
0	81
2	51
0	63
1	26
0	33
0	25
0	9
0	21
0	64
0	0
0	62
0	8
0	62
0	27
1	8
0	29
0	63
0	52
1	0
0	1
0	1
0	1
0	0
0	0
0	0
2	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
55	1131
0	499
8	595
0	286
32	648
0	161
2	185
2	0
1	5
49	201
3	21
0	21
0	34
0	9
2	32
1	39
0	19
0	37
0	17
0	13
0	171
0	7
12	2
0	16
1	8
0	9
1	2
0	0
0	2
0	48
4	0
6	13
0	2
1	24
0	0
856	902
0	107
0	142
0	42
0	5
0	603
0	7
0	56
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
