UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	15
0	6
1	9
0	9
1	4
0	1
0	7
0	10
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	34
8	550
74	954
26	106
1	616
25	77
7	486
0	167
3	0
2	0
2	1015
1817	1572
0	1023
0	361
1	306
19	942
5	676
31	152
3	692
120	1212
0	1196
0	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	600
8	891
10	137
1	632
1	73
0	20
4	702
0	238
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
28	0
0	0
0	0
0	22
0	48
10	763
0	6
0	7
0	280
0	678
0	80
0	296
5	8
0	82
1	3
0	15
1	80
8	1
0	123
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	81
0	0
0	0
0	0
0	0
1	0
480	2103
2	175
0	0
0	1404
0	394
2	83
7	2000
2	1941
0	0
14	0
1	5772
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	43
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
316	2
57	1921
72	1844
0	115
0	187
7	1586
1	0
0	0
1	2
1	1
0	1
0	1546
3	0
0	0
9	4
0	4
0	1
0	0
0	0
791	3
0	9
0	1
2	4
1	2
0	9
0	3
0	9
0	9
2	188
1	184
0	194
0	1
0	131
0	157
0	189
0	3
0	8
0	149
9	7
4	12
0	1
0	0
0	21
12	97
0	49
0	44
0	29
0	74
4	57
0	62
0	33
0	45
1	26
0	22
0	19
0	63
0	0
0	60
0	20
0	60
0	34
0	9
0	28
0	62
0	48
0	0
0	1
0	1
0	1
0	0
0	0
0	0
1	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
60	1051
0	384
4	597
0	294
24	673
4	144
4	196
2	0
0	4
52	230
0	10
0	9
0	40
0	3
1	42
4	37
0	10
0	41
0	9
0	7
0	193
0	15
23	0
1	16
2	14
0	13
1	6
0	1
0	7
0	58
2	2
3	11
0	0
0	28
0	0
904	922
0	133
0	125
1	38
0	0
0	622
0	11
0	65
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
